road_link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,volume_at_p,resource_balance,notes
76,631,489,0600_1100,3250.040,1.966,53.980,0.929,,,period-based
76,631,490,0600_1100,6040.838,1.581,45.468,1.208,,,period-based
76,631,559,0600_1100,5455.840,3.960,49.479,1.091,,,period-based
76,631,566,0600_1100,2620.896,4.169,41.599,1.310,,,period-based
76,631,571,0600_1100,2069.215,4.509,51.200,1.035,,,period-based
76,631,628,0600_1100,3780.152,3.164,58.988,0.582,,,period-based
76,631,636,0600_1100,4901.897,2.306,57.224,0.754,,,period-based
76,632,86,0600_1100,5541.661,0.863,59.999,0.112,,,period-based
76,632,502,0600_1100,1536.448,1.914,51.497,1.024,,,period-based
76,632,571,0600_1100,3196.604,4.520,42.828,1.279,,,period-based
76,632,628,0600_1100,3798.058,3.144,57.146,0.760,,,period-based
76,632,633,0600_1100,3494.511,2.947,59.674,0.437,,,period-based
76,632,636,0600_1100,2411.272,3.294,53.106,0.965,,,period-based
76,633,87,0600_1100,5830.607,0.863,59.998,0.118,,,period-based
76,633,478,0600_1100,4365.484,2.088,56.629,0.794,,,period-based
76,633,503,0600_1100,1146.268,3.051,59.994,0.164,,,period-based
76,633,629,0600_1100,5057.103,3.152,55.778,0.843,,,period-based
76,633,632,0600_1100,5135.648,3.005,58.509,0.642,,,period-based
76,634,88,0600_1100,4497.947,0.863,59.999,0.091,,,period-based
76,634,502,0600_1100,2014.706,2.360,40.318,1.343,,,period-based
76,634,505,0600_1100,1827.166,1.796,59.923,0.305,,,period-based
76,634,571,0600_1100,2199.961,4.602,49.196,1.100,,,period-based
76,634,635,0600_1100,3383.822,3.315,53.048,0.967,,,period-based
76,634,637,0600_1100,3785.154,3.148,55.809,0.841,,,period-based
76,635,89,0600_1100,2145.621,0.863,60.000,0.043,,,period-based
76,635,504,0600_1100,5769.729,0.761,56.115,0.824,,,period-based
76,635,634,0600_1100,3065.439,3.189,55.134,0.876,,,period-based
76,635,640,0600_1100,548.576,2.970,59.196,0.549,,,period-based
76,635,705,0600_1100,2741.780,2.955,59.449,0.499,,,period-based
76,636,90,0600_1100,2206.721,0.863,60.000,0.045,,,period-based
76,636,501,0600_1100,3675.208,1.099,58.258,0.668,,,period-based
76,636,631,0600_1100,7256.456,2.712,48.662,1.116,,,period-based
76,636,632,0600_1100,1959.378,3.081,56.786,0.784,,,period-based
76,637,91,0600_1100,8261.758,0.863,59.993,0.167,,,period-based
76,637,571,0600_1100,4729.625,3.215,39.995,1.351,,,period-based
76,637,572,0600_1100,2963.176,4.703,46.295,1.185,,,period-based
76,637,576,0600_1100,2473.480,3.327,58.712,0.618,,,period-based
76,637,634,0600_1100,3453.711,3.080,57.032,0.767,,,period-based
76,637,644,0600_1100,2903.305,2.919,58.994,0.581,,,period-based
76,638,92,0600_1100,1230.920,0.863,60.000,0.025,,,period-based
76,638,640,0600_1100,1008.549,5.646,58.215,0.672,,,period-based
76,638,642,0600_1100,867.102,4.478,59.937,0.289,,,period-based
76,638,707,0600_1100,2653.083,3.859,50.409,1.061,,,period-based
76,638,815,0600_1100,583.667,4.397,59.935,0.292,,,period-based
76,638,825,0600_1100,766.442,3.191,57.047,0.766,,,period-based
76,638,826,0600_1100,604.372,3.013,59.764,0.403,,,period-based
76,639,93,0600_1100,4488.749,0.863,59.999,0.091,,,period-based
76,639,505,0600_1100,5532.368,1.543,54.131,0.922,,,period-based
76,639,506,0600_1100,1743.902,0.865,59.867,0.349,,,period-based
76,639,640,0600_1100,609.629,2.931,59.985,0.203,,,period-based
76,639,641,0600_1100,801.923,3.051,59.999,0.094,,,period-based
76,640,94,0600_1100,357.150,0.863,60.000,0.007,,,period-based
76,640,635,0600_1100,1326.361,4.291,40.977,1.326,,,period-based
76,640,638,0600_1100,406.697,5.483,59.951,0.271,,,period-based
76,640,639,0600_1100,1181.387,2.941,59.784,0.394,,,period-based
76,640,642,0600_1100,561.524,2.933,59.944,0.281,,,period-based
76,641,95,0600_1100,2498.610,0.863,60.000,0.050,,,period-based
76,641,639,0600_1100,2678.058,3.055,59.911,0.315,,,period-based
76,641,642,0600_1100,920.449,2.867,59.996,0.142,,,period-based
76,641,646,0600_1100,1726.907,2.932,59.967,0.247,,,period-based
76,641,648,0600_1100,520.544,3.516,51.011,1.041,,,period-based
76,642,96,0600_1100,468.330,0.863,60.000,0.009,,,period-based
76,642,638,0600_1100,718.084,4.476,59.970,0.239,,,period-based
76,642,640,0600_1100,1195.342,2.987,58.873,0.598,,,period-based
76,642,641,0600_1100,1761.667,2.869,59.951,0.271,,,period-based
76,642,649,0600_1100,652.791,3.058,59.898,0.326,,,period-based
76,643,97,0600_1100,7196.599,0.863,59.996,0.145,,,period-based
76,643,576,0600_1100,4421.004,2.829,35.140,1.474,,,period-based
76,643,578,0600_1100,3592.027,2.322,59.928,0.299,,,period-based
76,643,644,0600_1100,4545.408,2.954,59.076,0.568,,,period-based
76,644,98,0600_1100,6973.450,0.863,59.996,0.141,,,period-based
76,644,506,0600_1100,3668.334,2.518,57.501,0.734,,,period-based
76,644,637,0600_1100,5555.318,3.526,48.837,1.111,,,period-based
76,644,643,0600_1100,4136.478,2.939,59.364,0.517,,,period-based
76,644,646,0600_1100,3088.975,3.034,59.118,0.562,,,period-based
76,645,99,0600_1100,4583.229,0.863,59.999,0.093,,,period-based
76,645,578,0600_1100,4765.431,3.337,56.620,0.794,,,period-based
76,645,646,0600_1100,3856.588,3.178,58.502,0.643,,,period-based
76,645,647,0600_1100,2050.519,2.508,59.984,0.205,,,period-based
76,645,652,0600_1100,3181.060,2.386,59.908,0.318,,,period-based
76,646,100,0600_1100,4107.960,0.863,60.000,0.083,,,period-based
76,646,507,0600_1100,3254.849,1.180,13.871,2.170,,,period-based
76,646,641,0600_1100,2240.495,2.935,59.906,0.320,,,period-based
76,646,644,0600_1100,4922.108,3.277,54.734,0.895,,,period-based
76,646,645,0600_1100,2839.782,3.122,59.552,0.473,,,period-based
76,646,653,0600_1100,1809.033,2.942,59.766,0.402,,,period-based
76,647,101,0600_1100,2787.211,0.863,60.000,0.056,,,period-based
76,647,524,0600_1100,4071.237,0.838,57.414,0.740,,,period-based
76,647,579,0600_1100,3210.057,2.306,58.974,0.584,,,period-based
76,647,645,0600_1100,1743.222,2.508,59.992,0.174,,,period-based
76,647,657,0600_1100,4186.195,2.849,45.908,1.196,,,period-based
76,648,102,0600_1100,2676.829,0.863,60.000,0.054,,,period-based
76,648,641,0600_1100,787.667,5.751,31.188,1.575,,,period-based
76,648,649,0600_1100,2034.296,2.896,58.156,0.678,,,period-based
76,648,650,0600_1100,1532.719,2.950,59.671,0.438,,,period-based
76,648,653,0600_1100,3100.815,3.061,58.698,0.620,,,period-based
76,649,103,0600_1100,1692.021,0.863,60.000,0.034,,,period-based
76,649,642,0600_1100,1859.736,3.395,53.950,0.930,,,period-based
76,649,648,0600_1100,1919.687,2.877,58.528,0.640,,,period-based
76,649,651,0600_1100,801.153,2.940,59.769,0.401,,,period-based
76,649,825,0600_1100,915.953,3.114,58.774,0.611,,,period-based
76,650,104,0600_1100,2159.550,0.863,60.000,0.044,,,period-based
76,650,453,0600_1100,305.177,2.675,58.776,0.610,,,period-based
76,650,648,0600_1100,2187.228,3.001,58.658,0.625,,,period-based
76,650,651,0600_1100,568.803,3.052,59.976,0.228,,,period-based
76,650,655,0600_1100,2256.606,3.069,57.251,0.752,,,period-based
76,651,105,0600_1100,868.620,0.863,60.000,0.018,,,period-based
76,651,649,0600_1100,1534.551,3.081,57.035,0.767,,,period-based
76,651,650,0600_1100,695.190,3.053,59.946,0.278,,,period-based
76,651,827,0600_1100,633.900,3.002,58.581,0.634,,,period-based
76,651,842,0600_1100,567.319,2.937,59.942,0.284,,,period-based
76,652,106,0600_1100,3338.869,0.863,60.000,0.067,,,period-based
76,652,452,0600_1100,2845.671,2.171,59.755,0.407,,,period-based
76,652,525,0600_1100,1450.819,1.068,59.936,0.290,,,period-based
76,652,645,0600_1100,6532.706,2.447,58.404,0.653,,,period-based
76,652,653,0600_1100,1679.385,3.059,59.826,0.373,,,period-based
76,653,107,0600_1100,2602.560,0.863,60.000,0.053,,,period-based
76,653,646,0600_1100,4143.997,3.247,54.158,0.921,,,period-based
76,653,648,0600_1100,1823.145,3.003,59.841,0.365,,,period-based
76,653,652,0600_1100,2411.965,3.088,59.266,0.536,,,period-based
76,653,655,0600_1100,982.644,3.125,59.786,0.393,,,period-based
76,654,108,0600_1100,3288.060,0.863,60.000,0.066,,,period-based
76,654,451,0600_1100,1575.993,2.009,59.911,0.315,,,period-based
76,654,452,0600_1100,4743.937,1.171,58.160,0.678,,,period-based
76,654,659,0600_1100,2755.924,3.079,59.438,0.501,,,period-based
76,654,662,0600_1100,2515.074,3.080,59.429,0.503,,,period-based
76,655,109,0600_1100,2867.130,0.863,60.000,0.058,,,period-based
76,655,451,0600_1100,2835.330,1.247,59.084,0.567,,,period-based
76,655,650,0600_1100,1802.879,2.985,58.849,0.601,,,period-based
76,655,653,0600_1100,1744.108,3.224,57.941,0.698,,,period-based
76,655,663,0600_1100,1125.860,2.934,59.989,0.188,,,period-based
76,656,110,0600_1100,4214.931,0.863,60.000,0.085,,,period-based
76,656,579,0600_1100,3449.906,4.408,47.531,1.150,,,period-based
76,656,657,0600_1100,3195.161,3.011,59.612,0.456,,,period-based
76,656,658,0600_1100,2520.267,3.123,58.614,0.630,,,period-based
76,656,660,0600_1100,3578.260,3.022,46.027,1.193,,,period-based
76,657,111,0600_1100,5151.913,0.863,59.999,0.104,,,period-based
76,657,525,0600_1100,2631.539,2.264,59.317,0.526,,,period-based
76,657,647,0600_1100,4961.211,3.500,37.370,1.417,,,period-based
76,657,656,0600_1100,2999.667,3.007,59.698,0.429,,,period-based
76,657,659,0600_1100,1990.872,3.173,59.997,0.133,,,period-based
76,658,112,0600_1100,3575.403,0.863,60.000,0.072,,,period-based
76,658,510,0600_1100,2464.032,1.072,58.731,0.616,,,period-based
76,658,656,0600_1100,2413.374,3.111,58.831,0.603,,,period-based
76,658,659,0600_1100,2699.491,3.015,59.482,0.491,,,period-based
76,658,661,0600_1100,3738.014,2.371,58.674,0.623,,,period-based
76,659,113,0600_1100,5118.230,0.863,59.999,0.103,,,period-based
76,659,509,0600_1100,1729.260,1.102,59.872,0.346,,,period-based
76,659,654,0600_1100,2102.030,3.060,59.809,0.382,,,period-based
76,659,657,0600_1100,2506.509,3.173,59.993,0.167,,,period-based
76,659,658,0600_1100,2412.774,3.006,59.669,0.439,,,period-based
76,660,114,0600_1100,1529.230,0.863,60.000,0.031,,,period-based
76,660,582,0600_1100,3435.727,4.639,52.665,0.982,,,period-based
76,660,656,0600_1100,3387.465,2.883,48.238,1.129,,,period-based
76,660,661,0600_1100,1159.192,2.991,59.974,0.232,,,period-based
76,660,902,0600_1100,4289.978,3.902,53.386,0.953,,,period-based
76,661,115,0600_1100,4279.298,0.863,60.000,0.086,,,period-based
76,661,512,0600_1100,857.770,1.105,59.697,0.429,,,period-based
76,661,658,0600_1100,3472.762,2.358,59.007,0.579,,,period-based
76,661,660,0600_1100,1445.855,2.993,59.937,0.289,,,period-based
76,661,902,0600_1100,3502.121,4.309,52.157,1.001,,,period-based
76,662,116,0600_1100,2162.471,0.863,60.000,0.044,,,period-based
76,662,449,0600_1100,1236.626,2.691,58.713,0.618,,,period-based
76,662,654,0600_1100,3650.043,3.181,57.548,0.730,,,period-based
76,662,664,0600_1100,1756.515,3.002,59.792,0.390,,,period-based
76,662,667,0600_1100,1276.458,3.019,59.395,0.511,,,period-based
76,663,117,0600_1100,533.270,0.863,60.000,0.011,,,period-based
76,663,449,0600_1100,1730.930,0.739,55.343,0.865,,,period-based
76,663,655,0600_1100,2205.325,2.942,59.836,0.368,,,period-based
76,663,665,0600_1100,751.953,2.999,59.821,0.376,,,period-based
76,663,841,0600_1100,672.270,3.051,59.988,0.192,,,period-based
76,664,118,0600_1100,3764.941,0.863,60.000,0.076,,,period-based
76,664,448,0600_1100,942.146,2.755,59.953,0.269,,,period-based
76,664,662,0600_1100,2739.878,3.053,58.788,0.609,,,period-based
76,664,669,0600_1100,2795.537,2.958,59.405,0.508,,,period-based
76,664,849,0600_1100,863.541,4.458,59.995,0.157,,,period-based
76,665,119,0600_1100,1072.540,0.863,60.000,0.022,,,period-based
76,665,448,0600_1100,1825.573,0.664,59.341,0.522,,,period-based
76,665,663,0600_1100,1136.835,3.036,59.075,0.568,,,period-based
76,665,843,0600_1100,834.007,2.941,59.729,0.417,,,period-based
76,665,849,0600_1100,385.162,4.592,59.803,0.385,,,period-based
76,666,120,0600_1100,1520.719,0.863,60.000,0.031,,,period-based
76,666,510,0600_1100,2485.368,2.270,58.688,0.621,,,period-based
76,666,521,0600_1100,674.745,0.798,59.634,0.450,,,period-based
76,666,667,0600_1100,887.807,3.006,59.653,0.444,,,period-based
76,666,668,0600_1100,725.210,2.930,59.969,0.242,,,period-based
76,667,121,0600_1100,3103.351,0.863,60.000,0.063,,,period-based
76,667,509,0600_1100,3852.227,2.276,56.988,0.770,,,period-based
76,667,662,0600_1100,1465.580,3.042,58.956,0.586,,,period-based
76,667,666,0600_1100,1020.270,3.019,59.397,0.510,,,period-based
76,667,669,0600_1100,2475.419,2.936,59.860,0.354,,,period-based
76,668,122,0600_1100,1856.230,0.863,60.000,0.037,,,period-based
76,668,519,0600_1100,1548.922,0.375,56.928,0.774,,,period-based
76,668,666,0600_1100,1466.941,2.954,59.490,0.489,,,period-based
76,668,669,0600_1100,1632.239,3.010,59.577,0.466,,,period-based
76,668,850,0600_1100,473.371,2.989,59.999,0.105,,,period-based
76,669,123,0600_1100,4567.933,0.863,59.999,0.092,,,period-based
76,669,664,0600_1100,2613.079,2.951,59.545,0.475,,,period-based
76,669,667,0600_1100,3424.568,2.954,59.489,0.489,,,period-based
76,669,668,0600_1100,1614.463,3.009,59.595,0.461,,,period-based
76,669,851,0600_1100,624.133,2.931,59.999,0.113,,,period-based
76,670,124,0600_1100,1015.140,0.863,60.000,0.021,,,period-based
76,670,512,0600_1100,1532.549,3.598,57.050,0.766,,,period-based
76,670,519,0600_1100,1596.551,3.406,56.555,0.798,,,period-based
76,670,521,0600_1100,1036.195,2.821,58.018,0.691,,,period-based
76,670,854,0600_1100,86.299,5.918,59.992,0.173,,,period-based
76,670,902,0600_1100,587.040,8.905,46.692,1.174,,,period-based
76,670,905,0600_1100,1033.751,5.532,51.225,1.034,,,period-based
76,671,125,0600_1100,1002.160,0.863,60.000,0.020,,,period-based
76,671,602,0600_1100,2043.752,2.920,58.972,0.584,,,period-based
76,671,672,0600_1100,1446.720,2.921,59.007,0.579,,,period-based
76,671,673,0600_1100,2540.859,3.037,59.099,0.565,,,period-based
76,671,676,0600_1100,2897.488,3.380,53.073,0.966,,,period-based
76,672,126,0600_1100,205.690,0.863,60.000,0.004,,,period-based
76,672,603,0600_1100,648.006,3.056,59.901,0.324,,,period-based
76,672,671,0600_1100,2106.135,3.090,55.785,0.842,,,period-based
76,672,674,0600_1100,1494.190,3.129,57.321,0.747,,,period-based
76,672,722,0600_1100,665.834,2.954,58.282,0.666,,,period-based
76,673,127,0600_1100,1194.480,0.863,60.000,0.024,,,period-based
76,673,671,0600_1100,1268.049,2.994,59.943,0.282,,,period-based
76,673,674,0600_1100,1351.702,3.066,59.800,0.386,,,period-based
76,673,678,0600_1100,3862.269,3.242,53.079,0.966,,,period-based
76,673,683,0600_1100,1750.445,3.168,58.975,0.583,,,period-based
76,674,128,0600_1100,1630.491,0.863,60.000,0.033,,,period-based
76,674,672,0600_1100,676.206,2.995,59.883,0.338,,,period-based
76,674,673,0600_1100,1947.924,3.099,59.149,0.557,,,period-based
76,674,684,0600_1100,956.769,3.001,58.546,0.638,,,period-based
76,674,724,0600_1100,1303.844,3.007,58.417,0.652,,,period-based
76,675,129,0600_1100,3856.689,0.863,60.000,0.078,,,period-based
76,675,404,0600_1100,7242.460,2.239,41.351,1.317,,,period-based
76,675,606,0600_1100,2564.191,3.248,57.515,0.733,,,period-based
76,675,676,0600_1100,2501.928,2.765,59.617,0.455,,,period-based
76,675,677,0600_1100,2708.652,2.864,58.841,0.602,,,period-based
76,676,130,0600_1100,1881.329,0.863,60.000,0.038,,,period-based
76,676,607,0600_1100,546.120,3.775,49.444,1.092,,,period-based
76,676,671,0600_1100,966.398,2.994,59.903,0.322,,,period-based
76,676,675,0600_1100,4897.629,3.007,54.829,0.890,,,period-based
76,676,678,0600_1100,2483.295,2.976,57.803,0.710,,,period-based
76,677,131,0600_1100,3640.969,0.863,60.000,0.074,,,period-based
76,677,406,0600_1100,4308.525,1.344,36.627,1.436,,,period-based
76,677,675,0600_1100,2967.104,2.888,58.346,0.659,,,period-based
76,677,678,0600_1100,1766.218,2.877,59.904,0.321,,,period-based
76,677,687,0600_1100,2906.853,3.059,59.844,0.363,,,period-based
76,678,132,0600_1100,4008.231,0.863,60.000,0.081,,,period-based
76,678,673,0600_1100,1849.407,2.887,59.592,0.462,,,period-based
76,678,676,0600_1100,1653.806,2.888,59.555,0.473,,,period-based
76,678,677,0600_1100,3968.998,2.990,57.655,0.722,,,period-based
76,678,688,0600_1100,3784.112,3.018,59.422,0.505,,,period-based
76,679,133,0600_1100,8660.243,0.863,59.992,0.175,,,period-based
76,679,610,0600_1100,5418.954,3.272,55.946,0.834,,,period-based
76,679,680,0600_1100,2744.361,2.321,56.781,0.784,,,period-based
76,679,681,0600_1100,4612.929,3.860,47.419,1.153,,,period-based
76,680,134,0600_1100,5132.286,0.863,59.999,0.104,,,period-based
76,680,404,0600_1100,2163.105,1.616,59.785,0.393,,,period-based
76,680,488,0600_1100,2420.328,2.599,53.014,0.968,,,period-based
76,680,611,0600_1100,4554.561,3.390,51.840,1.012,,,period-based
76,680,679,0600_1100,4509.530,3.104,42.452,1.288,,,period-based
76,681,135,0600_1100,7191.484,0.863,59.996,0.145,,,period-based
76,681,487,0600_1100,2233.680,1.718,57.356,0.745,,,period-based
76,681,623,0600_1100,5546.264,4.473,38.599,1.387,,,period-based
76,681,679,0600_1100,5322.646,4.485,40.808,1.331,,,period-based
76,681,691,0600_1100,4746.289,2.878,59.781,0.396,,,period-based
76,682,136,0600_1100,8331.813,0.863,59.993,0.168,,,period-based
76,682,406,0600_1100,2372.274,2.334,56.676,0.791,,,period-based
76,682,487,0600_1100,3782.920,2.078,43.502,1.261,,,period-based
76,682,488,0600_1100,3483.752,1.589,38.324,1.394,,,period-based
76,682,692,0600_1100,3434.162,3.010,59.696,0.429,,,period-based
76,683,137,0600_1100,1883.791,0.863,60.000,0.038,,,period-based
76,683,673,0600_1100,950.934,3.118,59.909,0.317,,,period-based
76,683,684,0600_1100,1703.448,3.023,58.121,0.681,,,period-based
76,683,685,0600_1100,3213.939,2.982,56.470,0.803,,,period-based
76,683,688,0600_1100,3081.581,3.265,55.039,0.880,,,period-based
76,684,138,0600_1100,1328.561,0.863,60.000,0.027,,,period-based
76,684,674,0600_1100,1150.905,3.080,57.035,0.767,,,period-based
76,684,683,0600_1100,2254.047,3.218,54.589,0.902,,,period-based
76,684,728,0600_1100,1851.047,2.963,59.304,0.529,,,period-based
76,685,139,0600_1100,1252.130,0.863,60.000,0.025,,,period-based
76,685,411,0600_1100,3539.670,2.972,58.929,0.590,,,period-based
76,685,683,0600_1100,2639.817,2.887,58.340,0.660,,,period-based
76,685,686,0600_1100,1146.164,2.952,57.081,0.764,,,period-based
76,685,690,0600_1100,2474.908,3.117,58.709,0.619,,,period-based
76,686,140,0600_1100,1420.051,0.863,60.000,0.029,,,period-based
76,686,685,0600_1100,1167.409,2.963,56.870,0.778,,,period-based
76,686,730,0600_1100,658.333,3.011,58.356,0.658,,,period-based
76,687,141,0600_1100,4271.846,0.863,60.000,0.086,,,period-based
76,687,407,0600_1100,8726.082,1.221,40.344,1.342,,,period-based
76,687,677,0600_1100,1976.168,3.052,59.967,0.247,,,period-based
76,687,688,0600_1100,3360.777,2.839,59.364,0.517,,,period-based
76,687,689,0600_1100,2930.137,2.941,59.725,0.419,,,period-based
76,688,142,0600_1100,6332.380,0.863,59.998,0.128,,,period-based
76,688,678,0600_1100,3184.274,3.004,59.709,0.425,,,period-based
76,688,683,0600_1100,1840.958,3.029,59.319,0.526,,,period-based
76,688,687,0600_1100,5204.920,2.982,56.515,0.801,,,period-based
76,688,690,0600_1100,1014.928,2.990,59.985,0.203,,,period-based
76,689,143,0600_1100,3553.454,0.863,60.000,0.072,,,period-based
76,689,408,0600_1100,2250.939,1.302,48.361,1.125,,,period-based
76,689,687,0600_1100,3580.409,2.958,59.390,0.511,,,period-based
76,689,690,0600_1100,1859.374,2.846,59.292,0.531,,,period-based
76,689,699,0600_1100,1758.382,3.993,46.756,1.172,,,period-based
76,690,144,0600_1100,1795.189,0.863,60.000,0.036,,,period-based
76,690,410,0600_1100,1670.807,3.017,55.915,0.835,,,period-based
76,690,685,0600_1100,1206.114,3.054,59.926,0.302,,,period-based
76,690,688,0600_1100,2244.867,3.007,59.637,0.449,,,period-based
76,690,689,0600_1100,2940.891,3.022,55.826,0.840,,,period-based
76,691,145,0600_1100,6322.927,0.863,59.998,0.128,,,period-based
76,691,481,0600_1100,2779.976,2.321,59.700,0.428,,,period-based
76,691,486,0600_1100,8286.605,1.490,42.973,1.275,,,period-based
76,691,681,0600_1100,6583.759,2.906,59.195,0.549,,,period-based
76,691,692,0600_1100,4799.705,2.805,58.856,0.600,,,period-based
76,692,146,0600_1100,5256.906,0.863,59.999,0.106,,,period-based
76,692,407,0600_1100,2679.438,2.467,59.741,0.412,,,period-based
76,692,682,0600_1100,4682.865,3.047,58.962,0.585,,,period-based
76,692,691,0600_1100,7428.049,3.058,53.982,0.929,,,period-based
76,692,694,0600_1100,5806.852,3.474,50.574,1.056,,,period-based
76,693,147,0600_1100,14124.516,0.864,59.940,0.285,,,period-based
76,693,479,0600_1100,3424.365,1.210,47.822,1.141,,,period-based
76,693,483,0600_1100,4124.549,0.699,58.576,0.635,,,period-based
76,693,694,0600_1100,3585.900,3.170,56.578,0.797,,,period-based
76,693,703,0600_1100,989.268,3.077,59.466,0.495,,,period-based
76,694,148,0600_1100,12195.822,0.863,59.967,0.246,,,period-based
76,694,408,0600_1100,1914.473,2.368,53.289,0.957,,,period-based
76,694,539,0600_1100,2757.072,1.167,59.179,0.551,,,period-based
76,694,692,0600_1100,3776.167,3.026,58.065,0.687,,,period-based
76,694,693,0600_1100,4794.133,3.567,50.284,1.065,,,period-based
76,695,149,0600_1100,5243.004,0.863,59.999,0.106,,,period-based
76,695,411,0600_1100,5151.646,0.689,55.477,0.859,,,period-based
76,695,696,0600_1100,1388.510,2.989,59.994,0.163,,,period-based
76,695,697,0600_1100,2103.625,2.950,59.573,0.467,,,period-based
76,695,700,0600_1100,4152.655,3.002,59.781,0.395,,,period-based
76,696,150,0600_1100,1294.271,0.863,60.000,0.026,,,period-based
76,696,695,0600_1100,3526.796,3.002,59.734,0.415,,,period-based
76,696,698,0600_1100,172.328,3.051,60.000,0.034,,,period-based
76,696,734,0600_1100,1154.521,2.957,56.999,0.770,,,period-based
76,697,151,0600_1100,1757.371,0.863,60.000,0.036,,,period-based
76,697,695,0600_1100,3179.779,3.038,57.837,0.707,,,period-based
76,697,698,0600_1100,2399.914,3.050,58.856,0.600,,,period-based
76,697,702,0600_1100,1915.763,2.996,59.868,0.348,,,period-based
76,697,809,0600_1100,284.601,2.989,59.998,0.114,,,period-based
76,698,152,0600_1100,2694.531,0.863,60.000,0.054,,,period-based
76,698,696,0600_1100,1826.358,3.059,59.840,0.365,,,period-based
76,698,697,0600_1100,2229.208,3.035,59.144,0.557,,,period-based
76,698,736,0600_1100,2486.224,2.907,59.173,0.552,,,period-based
76,698,810,0600_1100,873.664,2.883,59.674,0.437,,,period-based
76,699,153,0600_1100,5519.355,0.863,59.999,0.112,,,period-based
76,699,538,0600_1100,6533.209,0.759,56.247,0.817,,,period-based
76,699,689,0600_1100,1822.868,4.130,45.210,1.215,,,period-based
76,699,700,0600_1100,3213.337,2.940,58.503,0.643,,,period-based
76,699,701,0600_1100,1692.261,2.873,59.882,0.338,,,period-based
76,700,154,0600_1100,7374.846,0.863,59.996,0.149,,,period-based
76,700,410,0600_1100,3268.812,1.319,28.980,1.634,,,period-based
76,700,695,0600_1100,2469.755,2.993,59.972,0.235,,,period-based
76,700,699,0600_1100,4203.218,3.082,55.819,0.841,,,period-based
76,700,702,0600_1100,716.322,3.051,59.994,0.159,,,period-based
76,701,155,0600_1100,2368.179,0.863,60.000,0.048,,,period-based
76,701,474,0600_1100,3240.701,0.911,54.042,0.926,,,period-based
76,701,699,0600_1100,3935.839,3.033,56.733,0.787,,,period-based
76,701,702,0600_1100,1747.119,2.976,57.927,0.699,,,period-based
76,701,813,0600_1100,897.669,2.948,59.637,0.449,,,period-based
76,702,156,0600_1100,2397.031,0.863,60.000,0.048,,,period-based
76,702,697,0600_1100,2022.378,2.997,59.836,0.368,,,period-based
76,702,700,0600_1100,2978.771,3.138,58.320,0.662,,,period-based
76,702,701,0600_1100,2489.729,3.297,52.285,0.996,,,period-based
76,702,814,0600_1100,1075.312,2.933,59.920,0.307,,,period-based
76,703,157,0600_1100,6184.307,0.863,59.998,0.125,,,period-based
76,703,478,0600_1100,6189.211,1.630,48.366,1.125,,,period-based
76,703,693,0600_1100,2668.615,4.500,40.665,1.334,,,period-based
76,703,704,0600_1100,3255.816,2.882,59.682,0.434,,,period-based
76,703,705,0600_1100,2015.841,2.793,59.026,0.576,,,period-based
76,704,158,0600_1100,5014.386,0.863,59.999,0.101,,,period-based
76,704,538,0600_1100,1942.199,3.376,59.969,0.243,,,period-based
76,704,539,0600_1100,5571.873,2.637,48.728,1.114,,,period-based
76,704,703,0600_1100,5362.681,2.979,57.736,0.715,,,period-based
76,704,706,0600_1100,1251.468,2.868,59.996,0.147,,,period-based
76,705,159,0600_1100,5064.395,0.863,59.999,0.102,,,period-based
76,705,476,0600_1100,730.786,2.285,59.983,0.209,,,period-based
76,705,635,0600_1100,3480.848,2.998,58.590,0.633,,,period-based
76,705,703,0600_1100,3091.373,2.999,54.981,0.883,,,period-based
76,705,706,0600_1100,2388.688,2.953,59.535,0.478,,,period-based
76,706,160,0600_1100,3016.660,0.863,60.000,0.061,,,period-based
76,706,474,0600_1100,3220.715,2.673,54.173,0.920,,,period-based
76,706,475,0600_1100,1208.453,2.525,59.872,0.345,,,period-based
76,706,704,0600_1100,4256.859,2.895,59.439,0.501,,,period-based
76,706,705,0600_1100,2929.744,2.982,58.958,0.586,,,period-based
76,707,161,0600_1100,2185.879,0.863,60.000,0.044,,,period-based
76,707,473,0600_1100,128.034,3.852,59.998,0.128,,,period-based
76,707,475,0600_1100,1315.548,1.182,59.821,0.376,,,period-based
76,707,476,0600_1100,2526.930,1.233,57.650,0.722,,,period-based
76,707,638,0600_1100,821.091,3.248,59.895,0.328,,,period-based
76,708,162,0600_1100,470.530,0.863,60.000,0.010,,,period-based
76,708,388,0600_1100,104.600,1.814,60.000,0.052,,,period-based
76,708,709,0600_1100,554.070,5.857,59.990,0.185,,,period-based
76,708,714,0600_1100,81.296,5.816,60.000,0.020,,,period-based
76,708,913,0600_1100,175.476,16.733,60.000,0.058,,,period-based
76,709,163,0600_1100,263.060,0.863,60.000,0.005,,,period-based
76,709,391,0600_1100,676.791,1.270,59.977,0.226,,,period-based
76,709,708,0600_1100,295.726,5.856,59.999,0.099,,,period-based
76,709,711,0600_1100,214.919,4.651,59.981,0.215,,,period-based
76,709,713,0600_1100,1191.360,4.627,59.539,0.477,,,period-based
76,709,803,0600_1100,166.426,6.100,60.000,0.067,,,period-based
76,710,164,0600_1100,1458.170,0.863,60.000,0.029,,,period-based
